position_m,quantum_gpu_temperature_k,quantum_cpu_temperature_k,signed_difference_k,absolute_difference_k
0.00030303030303030303,9.412875771522522,9.412870556116104,0.00000521540641784668,0.00000521540641784668
0.0006060606060606061,18.7380388379097,18.738028407096863,0.00001043081283569336,0.00001043081283569336
0.0009090909090909091,27.893856167793274,27.893802523612976,0.00005364418029785156,0.00005364418029785156
0.0012121212121212121,36.79743409156799,36.797475814819336,-0.00004172325134277344,0.00004172325134277344
0.0015151515151515152,45.36789059638977,45.367974042892456,-0.00008344650268554688,0.00008344650268554688
0.0018181818181818182,53.527623414993286,53.52760553359985,0.000017881393432617188,0.000017881393432617188
0.0021212121212121214,61.20254993438721,61.20252013206482,0.000029802322387695312,0.000029802322387695312
0.0024242424242424242,68.3231770992279,68.32324266433716,-0.00006556510925292969,0.00006556510925292969
0.002727272727272727,74.82515573501587,74.82509016990662,0.00006556510925292969,0.00006556510925292969
0.00303030303030303,80.6494414806366,80.6494414806366,0,0
0.003333333333333334,85.74339747428894,85.74336171150208,0.000035762786865234375,0.000035762786865234375
0.0036363636363636364,90.06083607673645,90.06080031394958,0.000035762786865234375,0.000035762786865234375
0.00393939393939394,93.56263875961304,93.5626745223999,-0.000035762786865234375,0.000035762786865234375
0.004242424242424242,96.2171733379364,96.2171196937561,0.00005364418029785156,0.00005364418029785156
0.004545454545454546,98.00031185150146,98.00042510032654,-0.00011324882507324219,0.00011324882507324219
0.0048484848484848485,98.89591336250305,98.89599084854126,-0.00007748603820800781,0.00007748603820800781
0.005151515151515152,98.89591336250305,98.89599084854126,-0.00007748603820800781,0.00007748603820800781
0.005454545454545454,98.00031185150146,98.00042510032654,-0.00011324882507324219,0.00011324882507324219
0.005757575757575757,96.2171733379364,96.2171196937561,0.00005364418029785156,0.00005364418029785156
0.006060606060606061,93.56263875961304,93.5626745223999,-0.000035762786865234375,0.000035762786865234375
0.006363636363636364,90.06083607673645,90.06080031394958,0.000035762786865234375,0.000035762786865234375
0.006666666666666666,85.74339747428894,85.74336171150208,0.000035762786865234375,0.000035762786865234375
0.00696969696969697,80.6494414806366,80.6494414806366,0,0
0.007272727272727273,74.82515573501587,74.82509016990662,0.00006556510925292969,0.00006556510925292969
0.007575757575757576,68.3231770992279,68.32324266433716,-0.00006556510925292969,0.00006556510925292969
0.00787878787878788,61.20254993438721,61.20252013206482,0.000029802322387695312,0.000029802322387695312
0.00818181818181818,53.527623414993286,53.52760553359985,0.000017881393432617188,0.000017881393432617188
0.008484848484848486,45.36789059638977,45.367974042892456,-0.00008344650268554688,0.00008344650268554688
0.008787878787878787,36.79743409156799,36.797475814819336,-0.00004172325134277344,0.00004172325134277344
0.00909090909090909,27.893856167793274,27.893802523612976,0.00005364418029785156,0.00005364418029785156
0.009393939393939395,18.7380388379097,18.738028407096863,0.00001043081283569336,0.00001043081283569336
0.009696969696969697,9.412875771522522,9.412870556116104,0.00000521540641784668,0.00000521540641784668
